id_cliente,fecha_inscripcion,nivel,puntos_acumulados,puntos_canjeados,fecha_ultimo_movimiento
CLI04348,2023-06-15,Bronze,1803,58,2023-09-23
CLI02611,2025-12-09,Bronze,932,258,2025-12-21
CLI03149,2023-06-20,Bronze,273,77,2024-03-24
CLI02471,2025-05-08,Bronze,2767,798,2025-06-10
CLI02018,2024-11-06,Bronze,8639,3873,2024-11-21
CLI05178,2023-05-22,Bronze,1902,1267,2024-04-10
CLI04415,2025-08-16,Bronze,1192,141,2025-09-06
CLI05607,2025-12-18,Bronze,5475,1286,2025-12-24
CLI03177,2023-08-04,Bronze,3404,2980,2024-08-30
CLI04378,2023-08-02,Bronze,2925,2210,2024-03-11
CLI01716,2025-11-14,Bronze,5647,2097,2025-12-20
CLI01873,2022-06-07,Bronze,2910,1644,2024-04-03
CLI05139,2024-07-16,Bronze,9416,8153,2025-01-31
CLI00740,2023-01-21,Silver,16502,11159,
CLI05042,2025-09-14,Bronze,7408,1399,2025-12-16
CLI02027,2023-10-24,Bronze,284,174,2025-04-08
CLI05599,2025-11-21,Bronze,5665,1580,2025-12-29
CLI06023,2024-06-12,Bronze,3063,1036,2025-08-12
CLI05561,2024-02-04,Bronze,2492,875,2024-08-25
CLI03344,2022-04-15,Silver,15560,5805,
CLI04386,2024-10-23,Bronze,11971,5721,2024-12-29
CLI01129,2023-09-04,Bronze,707,2,2024-11-09
CLI01674,2025-10-28,Bronze,2099,1467,2025-11-29
CLI00916,2023-07-09,Bronze,283,84,2023-12-17
CLI02949,2025-10-10,Bronze,4393,1448,2025-12-10
CLI02566,2024-01-31,Bronze,613,18,2024-11-10
CLI04564,2025-08-15,Silver,14711,4098,2025-11-04
CLI02465,2025-10-12,Bronze,2806,1840,2025-12-02
CLI04106,2023-10-08,Bronze,997,631,2024-05-23
CLI03837,2025-03-21,Bronze,4752,1462,2025-07-23
CLI02294,2023-05-14,Bronze,3735,2943,
CLI01339,2022-04-09,Silver,18281,2110,
CLI00211,2025-06-20,Bronze,4730,2449,2025-08-13
CLI05241,2024-09-07,Bronze,4100,3206,2025-03-03
CLI04635,2022-05-14,Bronze,1973,858,2022-05-23
CLI05646,2023-04-02,Bronze,2880,1218,2023-10-08
CLI05388,2025-03-10,Bronze,496,26,2025-07-22
CLI02655,2022-09-02,Bronze,977,771,2022-12-07
CLI01641,2023-11-08,Bronze,4585,152,2025-05-31
CLI01167,2023-12-09,Bronze,780,585,2025-03-20
CLI02731,2022-01-26,Bronze,10984,408,
CLI02789,2022-11-30,Bronze,1927,1421,2023-03-26
CLI05255,2022-06-11,Silver,14592,7936,2025-08-04
CLI01936,2025-02-22,Bronze,706,206,2025-08-30
CLI05773,2023-07-04,Bronze,3758,5402,2025-01-29
CLI03507,2025-09-02,Bronze,919,647,2025-09-24
CLI00146,2022-11-06,Bronze,696,281,2025-04-21
CLI02420,2025-12-22,Bronze,824,16,2025-12-23
CLI03835,2024-09-04,Bronze,1659,945,2025-10-11
CLI00416,2025-03-16,Bronze,7199,1699,2025-11-19
CLI05056,2024-08-08,Bronze,8885,6173,2025-09-03
CLI00053,2023-09-30,Bronze,1612,130,2024-06-14
CLI03020,2023-10-19,Bronze,254,197,2025-07-13
CLI00659,2023-04-19,Bronze,6733,3106,
CLI04530,2025-06-04,Bronze,4079,1613,2025-10-16
CLI05179,2023-04-18,Bronze,1489,483,
CLI04745,2022-02-27,Bronze,2291,1916,2022-12-25
CLI02426,2025-09-30,Bronze,2839,327,2025-12-16
CLI00893,2024-06-02,Bronze,4277,1857,2025-12-09
CLI05929,2022-06-21,Bronze,4098,72,2025-11-26
CLI04712,2023-09-22,Bronze,604,258,2023-12-06
CLI04377,2022-11-10,Bronze,3357,2477,
CLI05745,2024-11-13,Silver,21016,12663,2025-08-02
CLI04873,2022-10-02,Bronze,875,15,2025-07-22
CLI01611,2022-08-29,Bronze,3414,351,
CLI01170,2024-09-04,Bronze,1573,231,2025-07-21
CLI05829,2022-08-04,Bronze,2246,458,2025-04-19
CLI03605,2022-10-03,Bronze,4157,1584,
CLI03693,2023-10-14,Bronze,6610,1775,2024-11-18
CLI05158,2025-05-26,Bronze,2978,2008,2025-09-04
CLI05357,2022-01-28,Bronze,2129,1822,2022-11-30
CLI01821,2022-10-26,Bronze,10645,9457,
CLI03998,2023-01-26,Gold,42745,30138,2025-11-07
CLI01321,2023-09-24,Bronze,6614,4573,2025-01-02
CLI00597,2023-04-12,Bronze,2614,736,
CLI00359,2024-11-05,Bronze,4004,823,2025-11-14
CLI00447,2024-12-25,Bronze,3218,2475,2024-12-26
CLI03548,2023-12-19,Gold,42422,24972,2025-10-18
CLI04118,2024-03-17,Bronze,7870,4964,2025-01-11
CLI05088,2025-09-06,Bronze,4779,4121,2025-11-25
CLI00290,2024-09-06,Silver,19379,3948,2025-09-07
CLI05992,2022-08-24,Bronze,205,86,
CLI01261,2022-07-08,Bronze,2307,721,
CLI04624,2025-09-22,Bronze,1261,701,2025-11-27
CLI04546,2024-10-18,Bronze,3742,511,2024-12-04
CLI06050,2025-02-25,Bronze,3020,1881,2025-11-17
CLI01122,2024-07-16,Bronze,461,38,2024-10-03
CLI00733,2022-03-13,Bronze,1069,135,2023-04-12
CLI01875,2023-02-13,Bronze,3904,2072,2023-10-31
CLI05371,2023-12-20,Bronze,2951,1827,2025-11-06
CLI02216,2024-06-23,Bronze,2609,1911,2025-07-08
CLI01343,2022-10-17,Bronze,4468,2491,2024-04-21
CLI05970,2025-08-12,Bronze,5826,2394,2025-08-18
CLI02941,2022-07-27,Bronze,908,94,
CLI03219,2024-08-26,Bronze,519,135,2025-07-27
CLI03274,2024-07-08,Bronze,8195,1136,2025-04-06
CLI05445,2025-10-06,Bronze,11896,3184,2025-10-23
CLI00748,2023-08-31,Bronze,5669,4426,2024-01-03
CLI02014,2022-09-20,Bronze,1860,1184,
CLI04665,2023-06-05,Bronze,2558,889,2025-01-22
CLI03113,2022-05-17,Bronze,559,288,2023-03-31
CLI03039,2024-08-26,Bronze,3599,2938,2025-03-12
CLI03452,2022-04-26,Bronze,3170,1773,
CLI01812,2024-10-06,Bronze,3937,1002,2025-01-26
CLI02458,2022-09-02,Bronze,10190,7977,2025-04-14
CLI03583,2025-06-25,Bronze,6248,4982,2025-08-30
CLI01442,2024-04-09,Bronze,1316,459,2025-10-10
CLI03808,2024-07-02,Bronze,206,131,2025-01-25
CLI00699,2025-01-15,Bronze,4555,870,2025-08-01
CLI00962,2025-04-24,Bronze,356,159,2025-11-28
CLI03786,2024-05-24,Bronze,3137,1424,2024-05-26
CLI01105,2023-03-30,Bronze,675,468,2025-10-16
CLI04017,2023-11-20,Bronze,3430,840,2024-02-05
CLI01681,2025-12-08,Silver,15653,9518,2025-12-17
CLI04898,2025-02-26,Bronze,3224,2562,2025-03-08
CLI04098,2024-12-17,Bronze,2639,533,2025-07-04
CLI00433,2024-08-23,Bronze,6388,3177,2025-07-02
CLI00719,2022-04-03,Bronze,1552,668,2023-05-26
CLI03919,2025-12-24,Bronze,2364,1737,2025-12-27
CLI03754,2025-01-12,Silver,20955,31179,2025-04-03
CLI04304,2022-03-13,Bronze,799,35,
CLI00713,2022-03-31,Bronze,6265,4495,2025-09-10
CLI01329,2022-04-27,Bronze,48,36,2023-11-02
CLI05477,2024-06-30,Bronze,11695,5276,2025-03-13
CLI03474,2025-06-13,Bronze,101,49,2025-12-16
CLI02041,2025-11-20,Bronze,3831,3108,2025-12-08
CLI05489,2025-04-06,Bronze,127,109,2025-04-29
CLI04084,2024-06-01,Bronze,5568,2863,2024-10-09
CLI05312,2023-07-05,Silver,14623,9388,2025-03-06
CLI04923,2024-10-20,Bronze,11064,3762,2024-11-18
CLI01906,2023-04-13,Bronze,7565,4383,
CLI02671,2025-02-09,Bronze,5316,4213,2025-08-01
CLI02643,2025-09-28,Bronze,1692,180,2025-11-18
CLI05331,2024-12-13,Bronze,715,621,2025-02-18
CLI02890,2023-09-01,Bronze,4869,2277,2024-06-01
CLI03512,2025-11-09,Bronze,2526,2125,2025-12-20
CLI05024,2022-04-04,Bronze,2804,421,2023-05-03
CLI04105,2025-03-16,Bronze,347,217,2025-05-20
CLI02517,2025-12-18,Bronze,552,204,2025-12-20
CLI05565,2025-10-03,Bronze,2346,1202,2025-12-25
CLI04723,2022-02-20,Bronze,1639,850,2025-02-22
CLI00319,2022-07-10,Bronze,10712,9625,
CLI05302,2024-02-21,Bronze,1638,1352,2025-10-28
CLI03206,2024-09-22,Bronze,5839,396,2025-02-27
CLI05643,2024-08-23,Bronze,4455,1797,2025-08-30
CLI05600,2025-01-04,Bronze,3306,432,2025-02-09
CLI03123,2022-02-22,Bronze,3133,1591,2024-06-01
CLI02114,2024-07-25,Bronze,10458,569,2024-12-06
CLI04462,2024-01-13,Bronze,1501,1244,2024-02-18
CLI03883,2025-12-09,Bronze,4970,138,2025-12-28
CLI04375,2024-08-09,Bronze,6674,4452,2025-02-20
CLI04361,2025-11-01,Bronze,8718,3109,2025-12-07
CLI00876,2022-03-14,Silver,17672,1016,2022-10-22
CLI03160,2024-02-09,Bronze,4687,396,2024-11-26
CLI04622,2022-03-09,Bronze,7388,1716,2023-12-10
CLI00232,2023-03-30,Bronze,7169,1381,
CLI03200,2024-08-31,Bronze,1328,382,2025-06-15
CLI03151,2024-10-30,Bronze,7493,2741,2025-12-21
CLI02617,2024-10-17,Bronze,890,491,2025-12-31
CLI01128,2024-09-02,Bronze,1877,1421,2025-07-07
CLI00808,2023-05-27,Bronze,106,16,
CLI01217,2024-06-16,Bronze,6499,2344,2024-06-26
CLI01490,2023-02-01,Bronze,9677,6343,2023-05-25
CLI02837,2024-09-24,Bronze,606,375,2025-05-05
CLI02558,2024-12-24,Bronze,1637,228,2025-01-05
CLI06026,2024-05-25,Bronze,3654,3159,2025-03-11
CLI05418,2022-07-18,Bronze,394,200,2023-03-16
CLI01837,2022-07-03,Bronze,2690,749,
CLI05574,2024-11-08,Bronze,1759,615,2025-12-13
CLI04672,2024-10-28,Bronze,84,41,2025-04-10
CLI05219,2023-08-14,Bronze,4505,742,2025-04-10
CLI05247,2022-10-30,Bronze,3230,1322,2024-05-22
CLI01078,2025-02-17,Bronze,7394,3785,2025-03-23
CLI04885,2022-06-09,Bronze,1952,206,
CLI04243,2023-11-12,Bronze,2044,1448,2024-10-08
CLI00963,2023-06-18,Bronze,4972,3821,2025-03-23
CLI03193,2024-05-17,Bronze,11114,3088,2024-05-19
CLI05867,2025-05-10,Bronze,1255,757,2025-06-25
CLI02973,2025-05-14,Bronze,1721,948,2025-05-17
CLI00988,2023-07-24,Bronze,708,144,2025-08-02
CLI04980,2022-02-16,Bronze,7290,4775,2023-09-23
CLI01108,2025-10-13,Bronze,543,150,2025-11-08
CLI01443,2022-04-01,Bronze,7279,5548,
CLI05045,2024-02-08,Bronze,2023,1411,2024-02-19
CLI01555,2023-06-07,Bronze,166,69,2024-08-31
CLI02707,2024-07-01,Bronze,508,292,2024-07-31
CLI00757,2024-09-22,Bronze,2655,1857,2025-11-29
CLI01699,2022-11-02,Silver,14108,12460,
CLI02859,2023-09-20,Bronze,1431,1718,2025-08-08
CLI02210,2022-04-03,Bronze,3508,1649,2024-11-20
CLI03132,2024-12-21,Bronze,957,768,2025-04-08
CLI03363,2024-11-13,Silver,12577,5195,2025-05-27
CLI04875,2023-02-13,Bronze,2158,732,2024-01-09
CLI02523,2023-04-22,Bronze,2059,933,
CLI04739,2025-04-02,Bronze,6744,4375,2025-11-20
CLI01429,2025-11-09,Bronze,3472,1717,2025-12-31
CLI00326,2024-01-16,Bronze,942,514,2024-09-12
CLI01950,2025-03-25,Bronze,2073,1609,2025-04-04
CLI01683,2025-09-29,Bronze,7633,952,2025-12-13
CLI04115,2023-12-26,Bronze,222,179,2025-06-12
CLI04740,2024-07-27,Bronze,3960,3257,2025-12-01
CLI05555,2023-12-17,Bronze,544,205,2024-05-11
CLI03152,2025-05-07,Bronze,1936,1156,2025-10-01
CLI05301,2023-11-15,Bronze,1479,627,2024-08-06
CLI03306,2023-12-07,Bronze,7947,348,2025-11-03
CLI04299,2024-02-02,Silver,15493,10477,2024-11-30
CLI03204,2025-07-31,Bronze,6567,4160,2025-08-27
CLI03016,2024-02-15,Bronze,4656,1368,2024-09-18
CLI02100,2022-03-25,Bronze,2122,140,2025-07-12
CLI03545,2024-09-05,Silver,18252,13830,2025-06-03
CLI03804,2025-07-28,Bronze,9972,8370,2025-12-18
CLI01742,2025-02-09,Bronze,1475,933,2025-04-20
CLI04586,2022-09-29,Bronze,3154,1992,
CLI03703,2024-02-04,Bronze,2635,912,2025-09-22
CLI00102,2024-08-06,Bronze,395,177,2025-04-07
CLI03990,2024-08-15,Bronze,6079,138,2025-02-19
CLI02537,2025-07-25,Bronze,8346,4555,2025-11-16
CLI03670,2022-11-22,Bronze,936,497,2025-01-15
CLI05918,2023-04-13,Bronze,982,204,2025-12-24
CLI00826,2023-09-10,Silver,18102,4698,2025-02-16
CLI05022,2025-08-20,Bronze,8927,7708,2025-09-04
CLI05843,2025-04-29,Bronze,308,52,2025-11-13
CLI00074,2025-04-25,Bronze,8147,4844,2025-10-30
CLI04654,2024-12-12,Bronze,1224,1019,2024-12-31
CLI03266,2023-11-15,Silver,16040,6989,2025-05-03
CLI01247,2024-10-21,Bronze,1653,162,2025-07-09
CLI02511,2023-04-05,Bronze,5139,6277,
CLI04544,2024-06-06,Bronze,642,454,2025-11-12
CLI05636,2024-08-03,Bronze,1385,354,2024-12-19
CLI04056,2025-03-12,Bronze,5483,2448,2025-11-03
CLI04409,2024-08-01,Bronze,4550,592,2025-01-13
CLI03527,2025-12-22,Bronze,8506,3838,2025-12-29
CLI01498,2022-08-04,Bronze,7549,3798,2025-12-29
CLI04612,2025-12-30,Bronze,3747,3354,2025-12-31
CLI01732,2022-10-04,Bronze,724,483,
CLI02262,2023-07-03,Bronze,5025,1744,2024-12-23
CLI04788,2024-05-30,Bronze,6894,3671,2025-12-09
CLI03889,2023-03-04,Bronze,4829,496,2025-04-30
CLI01846,2024-12-15,Bronze,1126,543,2025-06-19
CLI01524,2025-01-21,Bronze,536,374,2025-01-29
CLI05325,2023-04-26,Bronze,655,504,2025-07-13
CLI02910,2024-12-09,Bronze,89,62,2025-01-15
CLI01179,2023-04-02,Bronze,614,215,2024-04-04
CLI00081,2025-02-06,Silver,12213,4188,2025-03-26
CLI04396,2025-09-01,Bronze,443,383,2025-12-05
CLI05983,2024-03-25,Bronze,1446,927,2025-08-30
CLI03824,2023-06-06,Bronze,6276,2492,2025-09-08
CLI03518,2025-06-30,Bronze,1180,804,2025-12-02
CLI03064,2025-04-09,Bronze,1699,667,2025-07-01
CLI02662,2024-03-12,Bronze,4786,907,2025-11-26
CLI01182,2023-01-21,Bronze,272,63,
CLI04030,2024-12-07,Bronze,1579,1104,2025-10-30
CLI04493,2024-12-12,Bronze,6623,2191,2025-01-13
CLI02838,2022-05-07,Bronze,5192,4033,2022-09-05
CLI02417,2023-01-23,Bronze,7673,2970,
CLI04573,2024-12-25,Bronze,4266,2177,2025-08-12
CLI03136,2024-10-18,Bronze,5559,1081,2025-11-14
CLI02806,2023-02-28,Bronze,7050,3598,
CLI03280,2024-02-08,Bronze,7633,4934,2024-03-28
CLI03197,2022-06-15,Bronze,233,3,2022-08-11
CLI05757,2023-09-27,Bronze,7495,3215,2025-09-27
CLI05469,2024-11-09,Bronze,4725,1993,2025-04-09
CLI03356,2022-12-05,Bronze,920,751,2023-08-08
CLI02433,2025-06-03,Bronze,1958,1395,2025-10-19
CLI03940,2022-06-01,Bronze,6086,284,
CLI02956,2024-01-21,Bronze,5756,4529,2024-07-06
CLI02792,2022-08-31,Bronze,3042,1683,2024-09-01
CLI02464,2023-02-19,Bronze,6246,1673,2024-08-11
CLI02970,2025-03-05,Bronze,7430,6438,2025-09-06
CLI04783,2022-04-30,Bronze,101,25,2024-07-09
CLI04180,2023-11-27,Bronze,4368,1792,2025-12-15
CLI05032,2022-06-11,Bronze,848,323,
CLI04655,2022-10-02,Bronze,2323,608,
CLI02016,2022-07-09,Bronze,6272,2500,2023-08-26
CLI02040,2023-07-06,Silver,13395,9068,2025-07-03
CLI02186,2023-07-24,Silver,15797,7432,2024-05-17
CLI01697,2024-09-30,Bronze,210,40,2025-01-23
CLI00652,2025-02-02,Bronze,2300,1530,2025-11-28
CLI04538,2023-01-19,Bronze,4421,1176,
CLI03086,2022-01-28,Bronze,1922,825,2023-02-28
CLI03581,2024-02-26,Bronze,6052,933,2025-06-23
CLI05337,2022-09-18,Bronze,2616,2228,2023-05-21
CLI00214,2023-02-04,Bronze,1449,1131,2025-11-18
CLI03665,2025-11-14,Bronze,2685,2121,2025-12-13
CLI00604,2025-11-24,Bronze,1395,1798,2025-12-07
CLI04936,2022-04-11,Bronze,1451,78,2024-12-18
CLI02154,2024-09-07,Bronze,2046,1606,2024-11-24
CLI04716,2023-05-20,Bronze,388,1,2025-09-27
CLI00369,2025-05-17,Bronze,6064,4923,2025-11-12
CLI00471,2024-05-20,Bronze,2666,2069,2025-01-04
CLI01731,2024-02-11,Bronze,2723,67,2025-11-21
CLI01032,2024-11-16,Bronze,2288,1604,2025-11-26
CLI03434,2024-03-14,Silver,15118,4974,2025-05-01
CLI00222,2025-08-27,Bronze,8197,4718,2025-12-05
CLI00563,2025-12-08,Bronze,70,13,2025-12-20
CLI05399,2024-01-26,Bronze,8429,4454,2024-02-15
CLI03746,2022-07-11,Bronze,11916,1111,2025-03-24
CLI01586,2024-01-26,Bronze,3718,1180,2024-03-03
CLI03769,2022-07-02,Bronze,1995,105,
CLI01926,2023-11-29,Silver,17130,10137,2024-03-10
CLI01859,2022-10-19,Bronze,1904,1509,
CLI04650,2025-03-18,Silver,12249,1279,2025-07-08
CLI03427,2025-09-25,Bronze,9295,172,2025-11-05
CLI03067,2023-03-10,Bronze,1054,21,2024-10-10
CLI05551,2022-11-23,Bronze,3139,2394,2022-12-08
CLI02174,2022-09-21,Bronze,1025,21,2025-01-12
CLI03557,2022-09-16,Bronze,4454,936,2025-09-04
CLI04761,2023-10-03,Bronze,469,52,2025-07-10
CLI05718,2025-08-07,Bronze,8069,2438,2025-10-14
CLI04296,2022-09-24,Bronze,2652,1363,2023-04-30
CLI04018,2022-05-07,Bronze,287,197,
CLI02894,2023-04-18,Bronze,117,87,2024-10-01
CLI01650,2025-06-30,Bronze,82,110,2025-08-22
CLI00101,2023-06-11,Bronze,431,333,2023-08-08
CLI02450,2024-10-06,Bronze,9287,8238,2025-09-28
CLI04913,2024-05-23,Bronze,535,433,2025-07-30
CLI02028,2025-03-11,Bronze,5684,3033,2025-08-17
CLI02093,2024-11-02,Bronze,10358,11879,2025-04-17
CLI04425,2023-12-07,Bronze,5800,1759,2024-10-13
CLI05888,2023-09-11,Bronze,853,351,2025-08-07
CLI05681,2023-04-19,Bronze,3590,948,2024-02-21
CLI04927,2024-08-02,Bronze,2135,131,2024-10-31
CLI00068,2022-08-31,Bronze,4012,652,2025-07-08
CLI05307,2023-06-04,Bronze,10651,7157,2025-08-20
CLI03978,2025-08-01,Bronze,1300,981,2025-10-11
CLI02035,2025-03-25,Bronze,4332,1652,2025-07-16
CLI04160,2024-01-11,Bronze,14,4,2024-10-29
CLI00373,2022-04-30,Bronze,5953,4920,2025-01-04
CLI04535,2025-09-17,Bronze,801,233,2025-11-04
CLI02545,2022-07-26,Bronze,1688,1240,2025-12-29
CLI02461,2025-03-16,Bronze,7229,5832,2025-03-30
CLI04003,2024-03-11,Bronze,7258,2873,2025-10-30
CLI00494,2025-12-29,Bronze,2185,254,2025-12-30
CLI01173,2022-06-29,Bronze,5037,3662,2022-07-21
CLI02795,2022-09-17,Bronze,4964,1722,
CLI02713,2022-07-12,Bronze,699,513,2024-03-25
CLI01675,2022-11-14,Bronze,1011,426,2023-09-29
CLI01431,2024-10-14,Bronze,1135,738,2024-11-19
CLI00922,2025-02-15,Bronze,3110,1883,2025-08-18
CLI00969,2022-03-20,Silver,14001,12233,2023-10-29
CLI03179,2023-02-19,Bronze,7338,1734,2023-06-24
CLI01546,2024-08-27,Bronze,1867,1048,2025-02-02
CLI03972,2025-02-24,Bronze,978,222,2025-10-09
CLI00949,2023-02-20,Bronze,2897,2240,2025-11-04
CLI00664,2024-03-14,Bronze,2939,196,2025-04-03
CLI03216,2022-10-31,Bronze,27,10,2025-06-24
CLI03893,2022-09-21,Bronze,6884,3994,2025-11-01
CLI01087,2023-08-02,Bronze,1642,945,2024-01-18
CLI02712,2024-03-31,Bronze,10571,5272,2025-09-30
CLI03314,2024-12-07,Bronze,4880,820,2024-12-10
CLI01407,2022-03-21,Bronze,2201,527,2023-12-26
CLI04385,2025-08-26,Bronze,9960,7012,2025-10-31
CLI03341,2024-05-21,Bronze,786,466,2025-12-18
CLI02095,2024-03-16,Bronze,65,12,2024-09-13
CLI02058,2024-10-17,Bronze,6117,595,2025-11-06
CLI05391,2024-12-20,Bronze,332,68,2025-03-31
CLI00532,2024-09-19,Bronze,6801,280,2025-07-12
CLI00079,2022-07-17,Bronze,2548,1415,2025-06-27
CLI03007,2022-08-06,Bronze,1387,1139,2023-06-29
CLI03334,2025-09-16,Bronze,1930,1473,2025-12-14
CLI00972,2024-03-06,Silver,18745,2356,2024-03-15
CLI03708,2023-12-17,Bronze,478,282,2025-12-20
CLI01137,2022-07-24,Bronze,2193,1438,2024-11-15
CLI04082,2022-12-10,Silver,12816,8841,2025-05-21
CLI05816,2025-05-06,Bronze,1034,20,2025-08-17
CLI03522,2022-02-24,Silver,12769,517,2022-08-28
CLI05872,2023-01-17,Bronze,6160,4284,2025-02-17
CLI05456,2022-11-26,Bronze,140,113,2023-09-24
CLI03544,2023-03-14,Bronze,4524,3754,2023-12-24
CLI02528,2023-01-03,Bronze,1362,663,
CLI03806,2025-08-16,Bronze,1263,873,2025-10-19
CLI02699,2025-12-30,Bronze,6421,1965,2025-12-31
CLI04728,2022-05-01,Bronze,5222,3169,
CLI01767,2024-12-07,Bronze,1331,59,2025-08-16
CLI01209,2025-01-07,Bronze,6609,4987,2025-10-23
CLI01562,2024-09-07,Bronze,6155,1190,2025-09-17
CLI04008,2023-03-24,Bronze,9779,2386,
CLI01954,2022-03-28,Bronze,2266,2007,2025-11-21
CLI02636,2024-09-26,Bronze,3982,2448,2024-11-14
CLI01283,2024-12-06,Bronze,5205,2562,2024-12-07
CLI02468,2024-05-20,Bronze,6331,5408,2025-05-11
CLI00229,2023-07-07,Bronze,4823,2759,2023-09-09
CLI05430,2024-02-26,Bronze,33,18,2025-09-07
CLI01685,2023-04-17,Bronze,840,526,2025-04-18
CLI04587,2023-01-01,Bronze,3977,488,
CLI01986,2025-07-21,Silver,13492,9289,2025-10-21
CLI00743,2024-09-12,Bronze,7975,7029,2025-12-19
CLI05172,2025-03-17,Bronze,4630,731,2025-10-31
CLI03691,2023-09-29,Bronze,8969,7164,2024-06-29
CLI03683,2025-05-05,Bronze,5311,3104,2025-09-18
CLI02078,2023-10-13,Bronze,3361,1204,2025-08-21
CLI00723,2022-08-16,Bronze,47,24,2023-08-25
CLI02858,2022-09-27,Bronze,4690,1487,
CLI05547,2025-06-03,Bronze,1586,723,2025-11-22
CLI04976,2023-08-13,Bronze,748,377,2023-11-04
CLI01649,2023-02-04,Bronze,5017,767,2024-04-18
CLI03416,2023-03-31,Bronze,885,264,2023-05-06
CLI03845,2024-09-24,Bronze,6417,1097,2025-07-17
CLI01336,2022-05-14,Bronze,4895,771,2025-10-02
CLI02791,2024-03-27,Bronze,3587,231,2025-11-15
CLI00508,2022-11-18,Bronze,376,38,2023-08-09
CLI04492,2024-12-21,Bronze,4819,3502,2025-07-06
CLI04337,2025-11-06,Bronze,7745,4515,2025-12-04
CLI01119,2025-12-18,Bronze,757,476,2025-12-22
CLI05522,2022-01-27,Bronze,7218,508,2024-05-31
CLI05530,2023-04-11,Bronze,97,82,2025-05-04
CLI00135,2024-02-11,Bronze,9840,6070,2025-12-28
CLI01356,2022-07-20,Bronze,1745,158,2023-04-13
CLI02248,2024-02-16,Bronze,3966,384,2025-03-05
CLI06000,2025-06-10,Bronze,2252,1333,2025-08-10
CLI01722,2022-10-15,Bronze,4899,3480,2023-04-11
CLI01392,2022-08-08,Bronze,129,38,
CLI04854,2025-06-17,Bronze,4740,2727,2025-07-03
CLI01236,2024-07-08,Bronze,5392,1038,2025-12-28
CLI05714,2024-08-11,Bronze,2320,2001,2024-09-25
CLI01730,2025-10-07,Bronze,2108,2801,2025-10-13
CLI05290,2025-08-02,Bronze,2009,1438,2025-08-30
CLI02881,2024-09-01,Bronze,9140,6408,2025-02-09
CLI01645,2025-10-08,Bronze,6126,2697,2025-10-21
CLI03270,2024-08-02,Bronze,1253,95,2025-04-20
CLI00741,2022-04-20,Silver,15021,2179,2024-06-08
CLI00714,2024-10-27,Bronze,2226,879,2025-06-02
CLI04813,2023-11-26,Bronze,646,528,2025-11-26
CLI00196,2023-09-28,Bronze,651,312,2025-12-07
CLI03025,2024-12-27,Bronze,1633,463,2025-02-10
CLI05237,2024-05-29,Bronze,683,268,2024-08-23
CLI00975,2024-04-25,Bronze,11270,9556,2024-10-17
CLI01783,2025-07-04,Bronze,1302,470,2025-09-20
CLI05287,2022-08-02,Bronze,1763,791,2024-09-14
CLI02555,2025-11-17,Bronze,4277,161,2025-12-26
CLI01280,2024-06-28,Bronze,1257,999,2025-08-21
CLI04438,2024-03-22,Bronze,1151,641,2024-12-05
CLI00905,2025-12-21,Bronze,312,189,2025-12-26
CLI01772,2022-05-11,Bronze,3761,1296,
CLI04685,2024-04-14,Bronze,759,669,2025-09-15
CLI02371,2024-10-20,Silver,25187,22253,2025-11-18
CLI00950,2023-09-10,Bronze,9257,2147,2023-10-25
CLI04781,2024-04-28,Bronze,3321,5,2025-03-04
CLI01815,2025-01-14,Bronze,8458,4870,2025-04-18
CLI03442,2025-01-28,Bronze,3468,2526,2025-11-29
CLI04275,2024-05-04,Bronze,1426,882,2025-03-08
CLI04172,2024-05-07,Bronze,3090,1176,2025-03-16
CLI01593,2024-12-26,Silver,18648,7151,2025-11-15
CLI03633,2025-11-05,Bronze,2494,1514,2025-12-07
CLI01662,2022-06-04,Bronze,2285,552,
CLI04972,2023-02-19,Bronze,293,141,2025-04-11
CLI02576,2024-12-12,Bronze,5063,700,2025-12-14
CLI05558,2025-08-22,Silver,16426,6882,2025-09-19
CLI00832,2025-03-14,Bronze,4242,75,2025-10-16
CLI05805,2024-11-25,Bronze,7339,2700,2025-03-09
CLI00378,2023-01-22,Silver,12197,1720,2024-03-20
CLI00475,2022-08-10,Bronze,750,202,2024-06-11
CLI02999,2023-09-12,Silver,22781,3994,2025-07-25
CLI03934,2024-12-19,Bronze,6724,3251,2025-07-17
CLI00934,2024-12-23,Bronze,1645,929,2025-04-13
CLI02235,2023-09-08,Bronze,1832,20,2023-09-22
CLI04475,2025-06-18,Silver,12379,4281,2025-09-18
CLI02372,2025-02-24,Bronze,10639,3,2025-08-20
CLI03954,2024-10-28,Bronze,6783,4287,2024-12-18
CLI02596,2023-02-09,Bronze,7485,3787,
CLI04900,2025-02-28,Bronze,8308,2254,2025-04-08
CLI00189,2024-06-05,Bronze,303,195,2025-11-24
CLI00080,2022-04-07,Bronze,2609,3378,2024-01-13
CLI00064,2023-08-10,Bronze,758,328,2024-03-23
CLI01747,2024-06-06,Silver,12282,1118,2025-11-23
CLI04259,2024-09-17,Bronze,808,137,2025-12-24
CLI01701,2025-05-15,Bronze,10183,1326,2025-10-10
CLI01768,2024-04-27,Bronze,3378,1065,2025-04-14
CLI05977,2023-02-06,Bronze,471,366,2025-09-19
CLI05990,2023-03-30,Bronze,9521,7845,2024-05-07
CLI00333,2024-05-07,Bronze,4212,2197,2025-03-16
