id_transaccion,fecha,id_tienda,canal,id_cliente,categoria,monto_neto,unidades,medio_pago
TX0028593,2024-07-01,T19,Tienda,CLI04181,Iluminacion,34858.36,1,Efectivo
TX0013758,2024-02-22,,Online,CLI04867,Baño,4378.17,1,Billetera virtual
TX0047132,2025-10-12,,Online,CLI04043,Decoracion,21282.0,1,Tarjeta credito
TX0020693,2024-01-21,T07,Tienda,CLI04078,Cocina y mesa,14095.24,2,Tarjeta debito
TX0031975,2024-01-26,,E-commerce,,Cocina y mesa,8249.91,1,Billetera virtual
TX0016894,2023-09-29,T16,Tienda,,Cocina y mesa,-12490.14,2,Tarjeta debito
TX0002862,2022-07-16,T26,Tienda,CLI04286,Muebles,56788.87,1,Tarjeta debito
TX0008529,2025-06-26,T05,Tienda,,Organizacion,4855.9,1,Efectivo
TX0031018,2023-06-05,T20,Tienda,,Baño,7778.46,3,Efectivo
TX0025088,2022-10-14,T23,Tienda,CLI05746,Textil hogar,20193.58,2,Billetera virtual
TX0017892,2024-02-08,T16,Tienda,CLI05154,Textil hogar,14056.29,2,Billetera virtual
TX0009895,2025-09-02,T20,Tienda,,Iluminacion,3075.52,1,Tarjeta debito
TX0007126,2024-02-19,T10,Tienda,CLI00891,Cocina y mesa,9958.25,1,Billetera virtual
TX0008507,2025-01-12,,Online,CLI04051,Cocina y mesa,14615.05,1,Billetera virtual
TX0013760,2024-05-15,,Online,,Iluminacion,26265.89,7,Tarjeta debito
TX0015244,2024-10-11,,Online,,Textil hogar,17759.42,2,Tarjeta credito
TX0025405,2023-01-31,,Online,CLI04802,Baño,11454.36,1,Efectivo
TX0022364,2025-04-01,T09,Tienda,CLI04247,Cocina y mesa,14828.02,3,Efectivo
TX0043004,2023-10-04,T09,Tienda,CLI00519,Decoracion,22487.7,2,Efectivo
TX0023621,2025-05-24,,Online,CLI02162,Cocina y mesa,13003.51,1,Billetera virtual
TX0038137,2023-03-09,,Online,,Textil hogar,16168.81,3,Efectivo
TX0024926,2023-05-13,T17,Tienda,,Iluminacion,15194.23,1,Tarjeta debito
TX0021614,2024-03-20,,Online,CLI00698,Decoracion,16817.66,2,Tarjeta debito
TX0047560,2024-09-07,T03,Tienda,CLI02860,Decoracion,21162.05,3,Tarjeta credito
TX0035670,2024-07-05,T10,Tienda,,Textil hogar,15575.55,3,Tarjeta debito
TX0013948,2023-12-25,T07,Tienda,CLI04666,Cocina y mesa,16126.08,4,Billetera virtual
TX0011811,2025-02-03,,Online,CLI03548,Baño,9982.99,1,Tarjeta credito
TX0041511,2023-07-28,,Online,,Iluminacion,31770.27,4,Billetera virtual
TX0032763,2025-11-05,T19,Tienda,,Muebles,74534.62,1,Tarjeta debito
TX0010674,2023-12-04,T19,Tienda,CLI00366,Decoracion,43823.94,1,Efectivo
TX0010287,2023-02-25,,Online,CLI04838,Organizacion,5363.3,4,Tarjeta credito
TX0000165,2023-08-05,T03,Tienda,,Muebles,70636.01,1,Efectivo
TX0005632,2022-06-10,,Online,,Baño,19581.08,1,Tarjeta debito
TX0030786,2024-07-23,T25,Tienda,,Cocina y mesa,20992.3,2,Tarjeta debito
TX0028568,2023-04-30,,E-commerce,,Baño,7704.2,1,Tarjeta debito
TX0017505,2024-12-13,T11,tienda,CLI00280,Decoracion,26773.14,3,Tarjeta debito
TX0002280,2023-04-02,T19,Tienda,,Decoracion,21401.32,3,Tarjeta debito
TX0024880,2023-12-17,T10,Tienda,,Decoracion,47605.21,2,Efectivo
TX0029070,2023-08-03,T05,Tienda,CLI01508,Cocina y mesa,10934.38,1,Efectivo
TX0033281,2025-10-11,T23,Tienda,,Muebles,10837.54,1,Efectivo
TX0021835,2023-02-20,T27,Tienda,CLI05080,Muebles,25573.99,3,Tarjeta credito
TX0047579,2023-09-14,,Online,,Cocina y mesa,18208.71,1,Tarjeta debito
TX0018340,2023-04-09,,Online,CLI01425,Textil hogar,16055.03,1,Tarjeta debito
TX0000469,2024-06-09,,Online,CLI05767,Textil hogar,13734.46,6,Efectivo
TX0003822,2023-09-18,,Online,,Iluminacion,43232.7,1,Billetera virtual
TX0013578,2024-03-23,T15,Tienda,CLI04485,Organizacion,11910.81,1,Billetera virtual
TX0004281,2023-07-03,,Online,CLI02199,Baño,9024.73,3,Efectivo
TX0016117,2022-12-23,,Online,,Muebles,93307.36,2,Billetera virtual
TX0030040,2024-12-14,T23,Tienda,,Baño,13460.64,5,Billetera virtual
TX0045275,2022-11-09,,Online,,Organizacion,14994.72,4,Billetera virtual
TX0022657,2023-11-08,T19,Tienda,CLI02099,Organizacion,11560.9,3,Efectivo
TX0006863,2024-08-11,T17,Tienda,,Iluminacion,22986.57,2,Tarjeta credito
TX0011036,2025-01-09,T11,tienda,CLI02449,Baño,7342.07,2,Tarjeta credito
TX0027174,2023-02-11,,Online,,Textil hogar,18887.57,4,Tarjeta credito
TX0044120,2023-01-27,T11,Tienda,CLI00848,Muebles,54973.04,1,Tarjeta debito
TX0008648,2023-10-11,,Online,CLI04969,Baño,15153.22,6,Tarjeta credito
TX0027489,2023-05-18,,Online,CLI03945,Baño,11035.15,1,Tarjeta credito
TX0002290,2025-09-25,T05,Tienda,CLI02609,Muebles,80750.42,3,Efectivo
TX0035421,2024-08-24,T18,Tienda,CLI01329,Cocina y mesa,13277.59,2,Tarjeta credito
TX0038861,2025-05-02,,Online,CLI01510,Cocina y mesa,12099.53,2,Tarjeta debito
TX0047344,2023-06-30,T15,Tienda,,Cocina y mesa,23719.63,4,Tarjeta credito
TX0041588,2023-01-22,,Online,,Decoracion,17987.68,3,Tarjeta debito
TX0017774,2022-10-05,T25,Tienda,CLI03626,Baño,5638.86,1,Efectivo
TX0018405,2025-02-10,T02,Tienda,,Textil hogar,17198.99,2,Tarjeta credito
TX0032150,2022-06-30,T22,Tienda,CLI03350,Textil hogar,26950.5,4,Tarjeta credito
TX0027634,2023-10-19,T20,Tienda,CLI04876,Muebles,78289.69,4,Efectivo
TX0006975,2024-08-23,T15,Tienda,,Muebles,-31688.21,4,Tarjeta credito
TX0036951,2023-08-18,T23,Tienda,CLI01109,Decoracion,10265.99,2,Tarjeta debito
TX0000916,2024-11-19,T11,Tienda,,Cocina y mesa,18856.67,3,Tarjeta credito
TX0000079,2025-02-22,T11,tienda,,Cocina y mesa,5687.63,3,Efectivo
TX0044241,2025-02-26,T07,Tienda,CLI00079,Decoracion,13861.42,1,Tarjeta debito
TX0045643,2024-07-11,T21,Tienda,,Iluminacion,21096.71,6,Tarjeta credito
TX0018713,2024-06-09,,Online,CLI01190,Decoracion,12997.41,5,Tarjeta credito
TX0033410,2023-01-26,T04,Tienda,,Decoracion,8020.01,2,Billetera virtual
TX0031608,2025-01-29,T26,Tienda,,Textil hogar,9424.85,2,Tarjeta credito
TX0042131,2024-10-15,,Online,CLI03306,Organizacion,4347.24,2,Tarjeta debito
TX0019727,2024-06-26,T02,Tienda,CLI00519,Muebles,69356.8,3,Tarjeta debito
TX0015526,2023-06-06,,Online,,Decoracion,28403.25,1,Billetera virtual
TX0008899,2023-08-19,T06,tienda,,Organizacion,5153.0,1,Billetera virtual
TX0033124,2024-09-13,,Online,CLI05727,Muebles,65086.78,1,Tarjeta debito
TX0034095,2022-09-19,T21,tienda,,Cocina y mesa,15108.66,1,Tarjeta credito
TX0022340,2023-10-08,,E-commerce,,Cocina y mesa,15314.74,1,Efectivo
TX0041281,2024-03-20,,Online,,Organizacion,8312.65,3,Efectivo
TX0035829,2023-10-08,T28,Tienda,,Organizacion,11195.38,2,Efectivo
TX0024677,2023-08-09,,Online,,Textil hogar,15762.25,1,Billetera virtual
TX0036388,2024-08-28,,Online,CLI05527,Baño,5444.31,2,Tarjeta credito
TX0035255,2023-07-18,,Online,CLI03397,Baño,10331.74,1,Efectivo
TX0033097,2025-10-22,,Online,,Iluminacion,3459.95,1,Tarjeta credito
TX0041853,2025-08-02,,Online,CLI00503,Textil hogar,18449.29,1,Tarjeta debito
TX0001397,2025-07-03,T13,Tienda,CLI00705,Baño,4286.65,1,Tarjeta debito
TX0047440,2022-12-23,T23,Tienda,,Cocina y mesa,26250.74,1,Billetera virtual
TX0002864,2024-03-06,T01,Tienda,CLI01834,Muebles,92028.92,4,Tarjeta credito
TX0024766,2025-06-12,,Online,,Organizacion,8356.31,2,Billetera virtual
TX0018548,2023-05-15,,Online,,Muebles,49045.55,4,Efectivo
TX0017993,2025-09-22,,Online,,Iluminacion,28777.41,2,Efectivo
TX0004021,2025-11-18,T23,Tienda,,Cocina y mesa,23674.35,1,Tarjeta debito
TX0006712,2023-11-24,T01,Tienda,CLI04605,Decoracion,17981.98,3,Billetera virtual
TX0045222,2023-04-12,T10,Tienda,,Organizacion,5764.63,1,Tarjeta debito
TX0048430,2025-12-13,,Online,CLI04321,Textil hogar,34203.6,3,Tarjeta debito
TX0007824,2023-09-08,T06,Tienda,CLI01205,Decoracion,18840.23,2,Tarjeta debito
TX0002359,2023-12-19,,Online,,Decoracion,39499.55,3,Tarjeta credito
TX0009630,2022-10-27,T13,Tienda,,Decoracion,30633.09,2,Tarjeta credito
TX0033678,2024-04-09,T16,Tienda,CLI03868,Cocina y mesa,13186.7,2,Billetera virtual
TX0047090,2024-03-20,T04,Tienda,CLI02811,Baño,5656.54,1,Efectivo
TX0018282,2023-05-04,,Online,CLI04900,Decoracion,18754.11,2,Tarjeta credito
TX0003388,2023-11-26,,Online,,Iluminacion,-24013.86,4,Tarjeta credito
TX0030014,2023-03-21,T04,Tienda,,Decoracion,13008.51,2,Efectivo
TX0049947,2023-05-10,T25,Tienda,CLI00163,Decoracion,13200.21,1,Efectivo
TX0049525,2024-11-15,T24,Tienda,CLI02493,Decoracion,25650.44,1,Efectivo
TX0047841,2024-02-20,,Online,CLI05222,Muebles,49379.95,1,Billetera virtual
TX0000362,2023-03-20,T07,Tienda,,Organizacion,8725.88,2,Efectivo
TX0024639,2025-12-17,T05,Tienda,,Iluminacion,52074.11,2,Tarjeta debito
TX0014690,2022-10-01,T10,Tienda,CLI04145,Cocina y mesa,23965.63,3,Tarjeta debito
TX0049757,2024-07-01,,Online,,Muebles,43419.01,1,Efectivo
TX0005239,2024-07-09,T09,Tienda,CLI02160,Iluminacion,36917.19,1,Efectivo
TX0038566,2024-09-16,T14,Tienda,,Decoracion,25139.3,3,Billetera virtual
TX0001546,2025-07-27,T17,Tienda,,Decoracion,6880.72,1,Tarjeta debito
TX0003431,2025-03-19,T18,Tienda,CLI03568,Muebles,35896.88,2,Tarjeta debito
TX0009156,2024-05-19,T04,Tienda,CLI00342,Cocina y mesa,6495.65,2,Tarjeta debito
TX0042945,2023-09-10,T10,Tienda,,Textil hogar,18019.89,3,Efectivo
TX0022735,2024-09-29,T09,Tienda,CLI05142,Organizacion,6243.45,2,Tarjeta credito
TX0015974,2025-07-15,T16,Tienda,CLI02062,Organizacion,10647.29,7,Tarjeta credito
TX0006793,2023-06-16,T05,tienda,CLI04468,Textil hogar,20231.99,2,Efectivo
TX0004134,2023-10-12,T01,Tienda,CLI02494,Baño,12031.73,3,Tarjeta credito
TX0025439,2024-10-15,,Online,CLI01037,Decoracion,9859.57,1,Efectivo
TX0007657,2024-12-23,,Online,CLI01150,Textil hogar,10353.3,3,Tarjeta debito
TX0028248,2024-04-01,T26,Tienda,,Decoracion,11879.28,4,Tarjeta debito
TX0047649,2023-05-29,,Online,,Iluminacion,22585.57,2,Tarjeta debito
TX0033594,2025-04-20,T25,Tienda,CLI00047,Decoracion,11099.34,3,Tarjeta debito
TX0009721,2024-10-16,,Online,,Muebles,50176.26,1,Tarjeta debito
TX0043319,2025-07-22,T26,Tienda,CLI05143,Organizacion,3587.31,4,Tarjeta credito
TX0039232,2024-10-11,,Online,CLI01451,Muebles,49014.19,2,Efectivo
TX0047766,2022-05-31,T19,Tienda,CLI00463,Iluminacion,13392.57,5,Tarjeta debito
TX0000158,2024-04-01,,Online,,Decoracion,22730.36,1,Efectivo
TX0043502,2025-05-01,T09,tienda,CLI02149,Textil hogar,12795.97,1,Tarjeta debito
TX0002468,2025-02-03,T08,Tienda,CLI03103,Decoracion,31068.78,3,Billetera virtual
TX0032350,2024-12-13,,Online,CLI00004,Iluminacion,-17727.83,1,Tarjeta credito
TX0042825,2024-11-13,,Online,,Textil hogar,17045.8,3,Tarjeta credito
TX0002793,2025-01-03,T08,Tienda,CLI01873,Iluminacion,13672.92,1,Billetera virtual
TX0038771,2025-09-09,T03,tienda,CLI04267,Cocina y mesa,-14010.07,2,Tarjeta debito
TX0005292,2024-01-20,T01,Tienda,CLI04106,Muebles,34658.68,1,Tarjeta debito
TX0019891,2023-07-04,,Online,,Cocina y mesa,10372.22,2,Efectivo
TX0033669,2023-04-28,,Online,,Textil hogar,9466.7,3,Billetera virtual
TX0046093,2023-05-13,T24,Tienda,,Muebles,43746.01,2,Tarjeta debito
TX0018790,2024-08-30,T10,Tienda,CLI03779,Decoracion,13093.32,1,Tarjeta credito
TX0033811,2023-03-30,T01,Tienda,CLI03668,Muebles,36537.38,1,Billetera virtual
TX0041140,2025-01-10,T26,Tienda,CLI00167,Decoracion,23424.38,2,Efectivo
TX0042552,2023-10-07,T04,Tienda,CLI00910,Decoracion,11819.61,2,Efectivo
TX0017290,2023-11-07,,Online,CLI05945,Decoracion,35122.61,2,Tarjeta debito
TX0031636,2024-12-04,T27,Tienda,CLI05686,Baño,5632.84,3,Tarjeta debito
TX0041530,2023-10-02,,Online,CLI02598,Decoracion,20287.24,2,Efectivo
TX0048394,2024-04-29,,Online,CLI03284,Baño,6050.51,1,Billetera virtual
TX0044969,2023-10-23,T28,Tienda,CLI01765,Decoracion,17899.52,7,Billetera virtual
TX0041566,2023-06-27,,Online,CLI03949,Iluminacion,17328.14,2,Tarjeta debito
TX0022876,2024-07-21,T14,Tienda,CLI05325,Textil hogar,18249.97,4,Billetera virtual
TX0009897,2025-06-09,T07,Tienda,CLI02205,Cocina y mesa,8416.14,2,Tarjeta debito
TX0014533,2025-01-10,T12,Tienda,CLI01302,Iluminacion,22167.81,4,Billetera virtual
TX0031911,2023-06-23,,Online,,Decoracion,9686.75,1,Efectivo
TX0006560,2024-10-21,T07,Tienda,,Baño,8766.05,1,Tarjeta debito
TX0015577,2024-04-09,,Online,,Textil hogar,15853.75,2,Tarjeta debito
TX0004462,2022-11-19,T04,Tienda,,Decoracion,30369.19,1,Billetera virtual
TX0047724,2025-08-07,T19,Tienda,,Textil hogar,18925.27,3,Tarjeta debito
TX0018580,2025-07-09,T28,Tienda,,Decoracion,20764.43,2,Efectivo
TX0025260,2024-01-06,T24,Tienda,CLI03844,Decoracion,25265.57,1,Efectivo
TX0005499,2022-08-24,,Online,CLI03016,Decoracion,25011.88,1,Tarjeta debito
TX0011626,2024-07-28,T24,Tienda,CLI03592,Textil hogar,12056.13,1,Billetera virtual
TX0048398,2024-09-28,,Online,CLI03689,Cocina y mesa,9448.41,1,Efectivo
TX0049768,2023-07-16,,Online,CLI05684,Decoracion,1925.24,5,Billetera virtual
TX0027345,2024-03-19,T13,Tienda,,Decoracion,15255.22,3,Efectivo
TX0008657,2022-09-30,,Online,CLI01382,Iluminacion,20312.81,2,Efectivo
TX0038960,2024-10-16,,Online,,Organizacion,6522.5,1,Billetera virtual
TX0027010,2025-09-19,T14,Tienda,,Organizacion,12758.07,2,Tarjeta credito
TX0004674,2024-11-29,T27,Tienda,CLI05629,Decoracion,24439.7,5,Billetera virtual
TX0019769,2023-10-28,T15,Tienda,,Decoracion,2292.78,2,Billetera virtual
TX0008844,2023-06-08,T22,Tienda,CLI00524,Muebles,78127.89,1,Billetera virtual
TX0040308,2025-03-25,,Online,CLI00385,Decoracion,21279.34,2,Tarjeta credito
TX0037107,2023-04-17,T18,Tienda,CLI03454,Organizacion,7472.89,2,Tarjeta credito
TX0023605,2024-12-18,T25,Tienda,,Iluminacion,51564.57,2,Billetera virtual
TX0042766,2023-12-25,T15,Tienda,,Organizacion,4975.27,1,Efectivo
TX0018974,2023-03-13,T05,Tienda,,Decoracion,17964.93,1,Tarjeta credito
TX0013901,2024-04-27,,Online,,Decoracion,14207.2,4,Tarjeta debito
TX0007976,2023-07-15,,E-commerce,CLI03095,Textil hogar,4154.28,1,Billetera virtual
TX0014153,2024-09-21,T23,Tienda,CLI04901,Organizacion,3494.62,2,Tarjeta debito
TX0043097,2024-12-08,T19,Tienda,CLI05200,Baño,8251.7,1,Tarjeta debito
TX0026329,2025-08-18,,Online,CLI04187,Decoracion,16768.55,5,Billetera virtual
TX0007783,2024-07-10,,Online,CLI02926,Decoracion,9281.57,2,Tarjeta debito
TX0049966,2025-10-26,T13,tienda,,Textil hogar,3382.7,2,Billetera virtual
TX0044050,2023-04-26,,Online,,Textil hogar,15836.73,1,Tarjeta credito
TX0008407,2025-12-12,T19,Tienda,CLI04481,Organizacion,13208.84,6,Billetera virtual
TX0046925,2025-07-11,T26,Tienda,CLI02578,Cocina y mesa,17606.09,3,Efectivo
TX0011517,2023-11-11,,Online,,Muebles,95791.1,4,Tarjeta debito
TX0022185,2024-10-04,T05,Tienda,CLI00783,Organizacion,8807.59,4,Tarjeta credito
TX0024115,2025-04-04,T20,Tienda,CLI01350,Muebles,66653.28,2,Billetera virtual
TX0045818,2023-10-06,T01,Tienda,CLI01846,Textil hogar,20297.77,3,Tarjeta credito
TX0025421,2022-10-03,,Online,,Iluminacion,24368.54,4,Efectivo
TX0024769,2022-05-29,,Online,CLI01345,Cocina y mesa,17705.14,3,Billetera virtual
TX0028148,2024-03-28,T17,Tienda,CLI00223,Baño,9636.83,3,Billetera virtual
TX0040769,2022-07-02,T11,Tienda,CLI03118,Decoracion,24215.4,2,Tarjeta debito
TX0042333,2025-01-03,T20,Tienda,CLI02708,Baño,12071.21,1,Tarjeta credito
TX0041369,2022-09-05,T23,Tienda,,Organizacion,7726.26,2,Billetera virtual
TX0037574,2025-04-25,T24,Tienda,,Cocina y mesa,13031.85,1,Tarjeta credito
TX0025967,2025-03-28,,Online,CLI01830,Organizacion,7476.29,5,Efectivo
TX0030448,2023-05-08,,E-commerce,CLI03307,Decoracion,11878.4,1,Tarjeta credito
TX0000104,2022-07-14,T27,Tienda,,Organizacion,4787.22,1,Tarjeta debito
TX0037194,2022-07-10,T14,Tienda,,Decoracion,11790.94,4,Tarjeta credito
TX0027196,2023-07-15,T09,Tienda,,Iluminacion,19518.55,3,Efectivo
TX0011622,2022-08-29,,Online,,Cocina y mesa,4544.56,2,Efectivo
TX0000522,2024-03-02,T03,Tienda,,Baño,8032.53,4,Tarjeta credito
TX0014078,2025-07-27,T22,Tienda,CLI01738,Decoracion,16287.66,1,Tarjeta debito
TX0040931,2023-04-29,T09,Tienda,CLI03613,Muebles,66786.43,1,Tarjeta credito
TX0010844,2024-07-12,,Online,CLI02992,Textil hogar,23894.72,1,Efectivo
TX0017178,2024-09-07,T26,Tienda,,Textil hogar,16295.89,2,Billetera virtual
TX0044045,2022-08-19,T20,tienda,,Decoracion,15520.65,1,Efectivo
TX0008251,2024-12-27,T24,Tienda,CLI05989,Textil hogar,2941.57,1,Tarjeta credito
TX0036769,2022-12-02,T28,Tienda,CLI02745,Iluminacion,42335.7,1,Billetera virtual
TX0032078,2025-11-01,T07,Tienda,,Decoracion,25054.06,1,Billetera virtual
TX0036578,2025-08-02,T26,Tienda,CLI02879,Decoracion,18695.98,1,Tarjeta credito
TX0000612,2022-12-09,T25,Tienda,,Organizacion,6960.57,3,Efectivo
TX0022459,2025-01-07,,Online,,Iluminacion,20652.11,4,Efectivo
TX0045689,2024-12-05,T25,Tienda,CLI01361,Textil hogar,35686.38,2,Tarjeta debito
TX0029877,2024-03-07,,Online,,Decoracion,22515.92,1,Tarjeta credito
TX0040458,2023-09-18,T01,Tienda,,Organizacion,2330.56,3,Tarjeta debito
TX0028225,2024-06-26,,Online,CLI02467,Muebles,37746.68,1,Billetera virtual
TX0017686,2023-06-14,,Online,CLI03236,Iluminacion,38637.34,1,Tarjeta debito
TX0032641,2022-08-15,T12,Tienda,,Baño,7644.74,4,Tarjeta debito
TX0032698,2025-11-23,T13,Tienda,CLI00497,Iluminacion,31177.09,1,Efectivo
TX0045870,2024-06-25,,Online,CLI04761,Organizacion,7885.32,3,Tarjeta credito
TX0022399,2025-02-07,T04,Tienda,CLI03308,Decoracion,8236.93,1,Tarjeta credito
TX0042570,2024-10-22,,Online,,Muebles,102229.98,1,Tarjeta credito
TX0026372,2025-09-29,T11,Tienda,CLI05747,Muebles,25178.81,4,Efectivo
TX0033720,2023-08-10,T25,Tienda,CLI02322,Cocina y mesa,12204.72,4,Tarjeta debito
TX0032432,2022-03-23,,Online,CLI03431,Baño,7100.83,1,Tarjeta credito
TX0005195,2022-04-23,T07,Tienda,,Textil hogar,8918.36,4,Tarjeta credito
TX0025228,2023-10-13,T08,tienda,CLI03007,Baño,6752.48,1,Efectivo
TX0033967,2023-01-09,T01,Tienda,CLI05179,Iluminacion,25783.39,1,Billetera virtual
TX0025664,2023-10-09,,Online,CLI02173,Muebles,65343.57,5,Efectivo
TX0028118,2025-07-26,T11,Tienda,CLI02138,Cocina y mesa,14534.43,1,Efectivo
TX0021010,2023-08-31,T04,Tienda,,Cocina y mesa,14152.45,3,Tarjeta credito
TX0048823,2024-02-11,,Online,CLI00853,Textil hogar,15630.7,1,Tarjeta debito
TX0011106,2025-07-01,,Online,,Textil hogar,18718.7,1,Tarjeta credito
TX0019167,2023-09-13,,Online,CLI03826,Decoracion,29362.94,3,Tarjeta credito
TX0007496,2023-05-05,T16,Tienda,,Iluminacion,13439.53,2,Billetera virtual
TX0029074,2024-10-22,,Online,,Textil hogar,8679.23,1,Billetera virtual
TX0038841,2023-06-24,,Online,,Decoracion,22586.53,5,Tarjeta debito
TX0033882,2025-06-30,T17,Tienda,,Decoracion,18154.6,2,Tarjeta debito
TX0006833,2023-03-08,T14,Tienda,CLI03846,Iluminacion,28613.08,3,Efectivo
TX0040387,2025-07-19,T28,Tienda,,Cocina y mesa,11320.65,1,Billetera virtual
TX0036596,2024-12-19,T07,Tienda,,Decoracion,20323.48,2,Tarjeta credito
TX0044783,2024-04-09,T27,Tienda,CLI00011,Cocina y mesa,9402.01,2,Efectivo
TX0038431,2024-07-26,T05,Tienda,CLI05612,Organizacion,5527.94,4,Efectivo
TX0009537,2024-10-18,T08,tienda,,Cocina y mesa,12605.16,2,Billetera virtual
TX0043373,2025-01-18,T02,Tienda,CLI04107,Decoracion,15613.49,1,Billetera virtual
TX0042458,2025-02-06,,Online,CLI00236,Textil hogar,17650.67,3,Efectivo
TX0016530,2025-01-09,T18,Tienda,,Organizacion,1359.11,1,Billetera virtual
TX0027457,2024-07-04,,Online,CLI03383,Baño,9353.66,1,Tarjeta debito
TX0027916,2024-09-28,,Online,,Organizacion,5885.49,2,Billetera virtual
TX0016219,2023-09-28,,Online,CLI04801,Cocina y mesa,14418.45,2,Tarjeta debito
TX0023492,2023-11-10,T24,Tienda,CLI04048,Cocina y mesa,-15328.05,5,Billetera virtual
TX0034644,2025-03-10,,Online,CLI03223,Organizacion,9243.36,2,Efectivo
TX0025115,2023-07-04,T21,Tienda,CLI05930,Textil hogar,14776.04,1,Tarjeta credito
TX0007216,2023-10-18,T24,Tienda,,Iluminacion,25143.14,1,Efectivo
TX0043347,2024-11-05,T01,Tienda,,Cocina y mesa,12243.81,5,Billetera virtual
TX0033784,2023-06-16,,Online,CLI00323,Cocina y mesa,8467.6,1,Billetera virtual
TX0027858,2023-09-10,T15,Tienda,,Decoracion,21709.34,1,Tarjeta credito
TX0016592,2024-06-18,T20,Tienda,,Iluminacion,21601.72,1,Tarjeta credito
TX0030888,2023-10-29,,Online,CLI00727,Decoracion,11938.18,2,Tarjeta credito
TX0048494,2022-09-14,T02,Tienda,CLI01760,Cocina y mesa,1498.32,3,Tarjeta credito
TX0035049,2022-12-02,,Online,CLI01049,Iluminacion,25097.71,2,Efectivo
TX0041092,2022-10-27,T03,Tienda,,Iluminacion,22792.93,1,Tarjeta credito
TX0016928,2024-03-31,T07,Tienda,,Organizacion,12921.87,4,Billetera virtual
TX0039560,2023-07-28,,Online,CLI05095,Muebles,75399.38,2,Billetera virtual
TX0011294,2023-07-21,T04,Tienda,CLI05028,Cocina y mesa,13553.29,3,Efectivo
TX0015753,2025-03-18,T09,Tienda,CLI03267,Iluminacion,29557.89,2,Billetera virtual
TX0035781,2023-07-22,T07,Tienda,,Decoracion,20502.18,3,Tarjeta credito
TX0035350,2022-07-21,,Online,CLI05263,Iluminacion,21881.89,3,Efectivo
TX0038345,2024-11-19,,Online,,Cocina y mesa,16217.06,4,Tarjeta debito
TX0011657,2023-12-02,T28,Tienda,,Baño,17094.13,6,Efectivo
TX0025416,2025-06-09,,Online,,Decoracion,21772.19,3,Tarjeta debito
TX0002820,2025-03-24,T17,Tienda,CLI02733,Textil hogar,18462.52,2,Efectivo
TX0044504,2022-12-24,T23,Tienda,CLI03092,Muebles,115850.81,1,Efectivo
TX0031623,2024-09-24,T11,Tienda,CLI05015,Textil hogar,13108.31,5,Tarjeta credito
TX0000524,2024-01-10,T24,Tienda,,Cocina y mesa,9458.45,3,Efectivo
TX0038254,2023-01-07,T14,Tienda,CLI01013,Decoracion,25090.45,1,Efectivo
TX0015624,2025-08-30,T12,Tienda,CLI05748,Decoracion,5428.93,1,Efectivo
TX0006882,2023-11-26,,Online,,Cocina y mesa,22838.09,3,Tarjeta credito
TX0006081,2023-07-02,,Online,CLI02004,Organizacion,10357.83,2,Billetera virtual
TX0042412,2023-11-16,T25,Tienda,,Iluminacion,34930.6,1,Tarjeta credito
TX0013537,2024-04-21,T19,Tienda,,Decoracion,11188.85,2,Tarjeta credito
TX0016329,2023-01-19,T17,Tienda,CLI05650,Iluminacion,21606.32,1,Tarjeta debito
TX0008593,2024-04-30,T19,Tienda,CLI03837,Muebles,73445.66,2,Tarjeta debito
TX0013002,2024-01-03,,Online,,Muebles,61520.27,1,Tarjeta debito
TX0046033,2022-10-22,T24,Tienda,CLI03706,Decoracion,23876.54,2,Tarjeta credito
TX0003459,2024-09-17,T08,Tienda,CLI04543,Textil hogar,15848.69,2,Billetera virtual
TX0031581,2025-02-07,T21,Tienda,,Textil hogar,16705.07,4,Tarjeta debito
TX0043768,2024-08-07,,Online,CLI05869,Baño,14686.44,2,Efectivo
TX0006403,2023-03-07,T05,Tienda,CLI00772,Textil hogar,6898.7,1,Efectivo
TX0032865,2023-07-03,,Online,,Textil hogar,10356.91,1,Billetera virtual
TX0027186,2023-09-22,,Online,CLI01786,Baño,9532.33,1,Tarjeta credito
TX0015292,2022-09-19,T22,Tienda,CLI01152,Organizacion,12933.96,1,Efectivo
TX0022037,2025-04-19,,Online,,Iluminacion,26468.16,2,Tarjeta debito
TX0016451,2022-09-07,T17,Tienda,CLI03937,Textil hogar,12249.54,1,Tarjeta debito
TX0040255,2025-06-15,T23,Tienda,,Organizacion,7807.31,1,Tarjeta credito
TX0005167,2023-08-07,T06,tienda,CLI04014,Textil hogar,11768.75,3,Efectivo
TX0042854,2023-03-25,T26,Tienda,CLI02442,Iluminacion,19543.82,1,Tarjeta credito
TX0043014,2025-11-05,T07,Tienda,,Iluminacion,27377.64,1,Efectivo
TX0045845,2024-09-08,,Online,,Muebles,59102.4,1,Tarjeta credito
TX0044394,2023-05-18,,Online,CLI05456,Textil hogar,18792.73,4,Efectivo
